query_indices,std_4th,pred_4th
450.0,0.33288344740867615,-8.441263198852539
451.0,0.3346858024597168,-15.273423194885254
452.0,0.3086400628089905,7.052947998046875
453.0,0.5496893525123596,8.148221015930176
454.0,0.699134111404419,4.195488452911377
455.0,0.418305367231369,7.942680835723877
456.0,0.7703035473823547,-0.23727171123027802
457.0,0.31935548782348633,3.455122709274292
458.0,2.6466410160064697,13.361249923706055
459.0,2.8049731254577637,23.709644317626953
460.0,2.8044824600219727,23.707984924316406
461.0,0.6428154706954956,18.067218780517578
462.0,0.6428154706954956,18.067218780517578
463.0,1.3587255477905273,24.059473037719727
464.0,1.3587255477905273,24.059473037719727
465.0,0.003122718073427677,15.862881660461426
467.0,0.003122718073427677,15.862881660461426
468.0,0.5532504320144653,15.321489334106445
469.0,3.097099781036377,10.347258567810059
470.0,3.010587215423584,9.581194877624512
471.0,3.010587215423584,9.581194877624512
472.0,2.830167293548584,9.031030654907227
473.0,2.8123483657836914,23.81627655029297
474.0,0.3378354012966156,16.068252563476562
475.0,0.5382238626480103,16.260147094726562
476.0,0.5381453037261963,16.26024055480957
477.0,0.526526153087616,16.286256790161133
478.0,0.5382238626480103,16.260147094726562
479.0,0.5381453037261963,16.26024055480957
480.0,0.526526153087616,16.286256790161133
481.0,0.5602369904518127,16.147171020507812
482.0,0.5601704120635986,16.147266387939453
483.0,0.5513758063316345,16.173280715942383
484.0,2.2272980213165283,22.23419189453125
485.0,1.380987524986267,16.39943504333496
486.0,0.8898891806602478,6.4535698890686035
487.0,0.40748655796051025,13.045828819274902
488.0,0.40748655796051025,13.045828819274902
489.0,0.2114516645669937,14.594865798950195
490.0,0.45635858178138733,12.883835792541504
491.0,0.284939706325531,14.445556640625
492.0,0.8865981101989746,6.160975456237793
493.0,1.3291617631912231,16.128934860229492
494.0,2.576573371887207,4.976512908935547
495.0,2.576573371887207,4.976512908935547
496.0,1.3152227401733398,11.142963409423828
497.0,1.3152227401733398,11.142963409423828
498.0,2.662034273147583,21.664216995239258
499.0,2.3021247386932373,12.185262680053711
500.0,2.669830322265625,21.58846664428711
501.0,0.21624824404716492,14.203717231750488
502.0,4.444401264190674,37.3565559387207
503.0,4.314549922943115,37.14545822143555
504.0,2.1848881244659424,15.67397689819336
505.0,0.46896451711654663,14.353537559509277
506.0,2.0754048824310303,15.269011497497559
507.0,2.060079336166382,16.793729782104492
508.0,2.1929845809936523,7.3196940422058105
509.0,2.286353349685669,12.300276756286621
510.0,2.151681900024414,13.158365249633789
511.0,1.9818003177642822,17.548799514770508
512.0,2.147632598876953,23.04800033569336
513.0,2.4236698150634766,21.402372360229492
514.0,3.093914031982422,22.70928192138672
515.0,3.0941085815429688,22.709566116333008
516.0,2.9455394744873047,24.371776580810547
517.0,2.9455394744873047,24.371776580810547
518.0,3.102642774581909,22.706680297851562
519.0,1.223179817199707,17.76349639892578
520.0,1.223179817199707,17.76349639892578
521.0,1.086049199104309,11.368945121765137
522.0,1.11007821559906,11.537286758422852
523.0,1.2729933261871338,10.193768501281738
524.0,1.2729933261871338,10.193768501281738
525.0,2.576875686645508,3.8504488468170166
526.0,2.576875686645508,3.8504488468170166
527.0,4.3539652824401855,38.19855499267578
528.0,4.415607929229736,36.53913497924805
529.0,4.256348609924316,37.96304702758789
530.0,4.297882080078125,36.3770637512207
531.0,4.979687213897705,14.896888732910156
