query_indices,std_5th,pred_5th
450.0,0.3071969449520111,-8.493334770202637
451.0,0.3607748746871948,-15.115939140319824
452.0,0.3444681167602539,7.2324676513671875
453.0,0.46862515807151794,8.216033935546875
454.0,0.5988588333129883,4.7999467849731445
455.0,0.3723392188549042,7.845144271850586
456.0,0.567890465259552,0.5153926610946655
457.0,0.3248409330844879,3.4262521266937256
458.0,2.12697434425354,11.410343170166016
459.0,1.8666677474975586,27.228870391845703
460.0,1.8699438571929932,27.227434158325195
461.0,0.5125972032546997,18.231170654296875
462.0,0.5125972032546997,18.231170654296875
463.0,1.2055089473724365,26.977270126342773
464.0,1.2055089473724365,26.977270126342773
465.0,0.002655449090525508,15.865752220153809
467.0,0.002655449090525508,15.865752220153809
468.0,0.46211758255958557,15.480813980102539
469.0,0.7906977534294128,12.635383605957031
470.0,0.7906977534294128,12.635383605957031
471.0,0.7906977534294128,12.635383605957031
472.0,0.8045067191123962,11.536900520324707
473.0,1.8714945316314697,27.373430252075195
474.0,0.3370680510997772,16.083877563476562
475.0,0.4154478907585144,16.13761329650879
476.0,0.4154478907585144,16.13761329650879
477.0,0.4146873950958252,16.139209747314453
478.0,0.4154478907585144,16.13761329650879
479.0,0.4154478907585144,16.13761329650879
480.0,0.4146873950958252,16.139209747314453
481.0,0.45676442980766296,16.030292510986328
482.0,0.45676442980766296,16.030292510986328
483.0,0.45620617270469666,16.031888961791992
484.0,1.2981001138687134,26.02906036376953
485.0,1.2161246538162231,16.9691104888916
486.0,1.4215136766433716,9.776187896728516
487.0,0.3113155961036682,13.757501602172852
488.0,0.3113155961036682,13.757501602172852
489.0,0.16181910037994385,14.856712341308594
490.0,0.3448004722595215,13.649858474731445
491.0,0.20420598983764648,14.754222869873047
492.0,1.4331656694412231,9.480571746826172
493.0,1.1552257537841797,16.63516616821289
494.0,1.3109934329986572,9.38357162475586
495.0,1.3109934329986572,9.38357162475586
496.0,1.3241544961929321,11.278656005859375
497.0,1.3241544961929321,11.278656005859375
498.0,1.2813868522644043,25.736927032470703
499.0,1.7459650039672852,10.721256256103516
500.0,1.3254320621490479,25.534648895263672
501.0,0.2235962301492691,14.208721160888672
502.0,0.36876654624938965,32.1674690246582
503.0,1.2948857545852661,34.618343353271484
504.0,1.7448383569717407,14.135695457458496
505.0,0.5141730904579163,14.665578842163086
506.0,1.8269609212875366,13.9779634475708
507.0,1.7102609872817993,14.48588752746582
508.0,2.294523000717163,9.436258316040039
509.0,1.722609043121338,10.812189102172852
510.0,1.8491650819778442,12.126311302185059
511.0,2.06919527053833,16.512252807617188
512.0,1.3463773727416992,26.348012924194336
513.0,1.37319815158844,25.166120529174805
514.0,1.5505439043045044,26.94507598876953
515.0,1.5505439043045044,26.94507598876953
516.0,1.7106127738952637,28.114578247070312
517.0,1.7103374004364014,28.114173889160156
518.0,1.5574859380722046,26.92896270751953
519.0,0.5337887406349182,18.352903366088867
520.0,0.5337887406349182,18.352903366088867
521.0,1.2176316976547241,11.036833763122559
522.0,1.1538112163543701,11.991756439208984
523.0,1.1922690868377686,10.840581893920898
524.0,1.1922690868377686,10.840581893920898
525.0,1.217833399772644,8.754776954650879
526.0,1.217833399772644,8.754776954650879
528.0,0.8926568627357483,31.25326156616211
529.0,1.2843486070632935,36.130287170410156
530.0,1.528738260269165,33.70629119873047
531.0,2.4653093814849854,14.865839958190918
532.0,2.455307722091675,16.70607566833496
533.0,2.3997139930725098,28.228883743286133
534.0,1.209498405456543,11.839753150939941
535.0,1.43777334690094,13.701600074768066
536.0,2.460031747817993,14.238630294799805
537.0,0.3022332787513733,15.867452621459961
538.0,0.3022332787513733,15.867452621459961
540.0,2.440298557281494,16.119054794311523
541.0,2.3739280700683594,9.6821870803833
542.0,2.4858779907226562,8.252204895019531
543.0,2.15873646736145,16.280309677124023
544.0,2.304598093032837,14.937419891357422
546.0,1.1691151857376099,25.039161682128906
547.0,0.3728131949901581,14.400155067443848
548.0,0.3938569724559784,14.445535659790039
549.0,2.4009103775024414,27.396432876586914
550.0,1.1540415287017822,27.862564086914062
551.0,2.1305811405181885,15.70252799987793
552.0,1.3089276552200317,10.950522422790527
553.0,1.2958712577819824,11.812826156616211
554.0,0.1898811161518097,14.298004150390625
555.0,0.1898811161518097,14.298004150390625
556.0,0.1898811161518097,14.298004150390625
557.0,0.26304054260253906,14.143133163452148
558.0,0.26304054260253906,14.143133163452148
559.0,0.10876807570457458,13.690786361694336
560.0,0.15817560255527496,13.736480712890625
562.0,0.4961485266685486,15.915305137634277
