query_indices,std_1st,pred_1st
450.0,0.20509083569049835,-8.703701972961426
451.0,0.344518780708313,-15.420446395874023
452.0,0.27594882249832153,7.541215896606445
453.0,0.4972839057445526,7.88978385925293
454.0,1.0280159711837769,2.6180312633514404
455.0,0.357662558555603,7.971943378448486
456.0,1.01553213596344,-0.7119936347007751
457.0,0.36734503507614136,3.3452696800231934
458.0,2.1513025760650635,14.057878494262695
459.0,3.232654094696045,15.810259819030762
460.0,3.232654094696045,15.810259819030762
461.0,1.521950125694275,15.636022567749023
462.0,1.521950125694275,15.636022567749023
463.0,2.818849802017212,16.293550491333008
464.0,2.8183932304382324,16.29290008544922
465.0,2.5036847591400146,20.072711944580078
466.0,2.500657081604004,20.084585189819336
467.0,2.500657081604004,20.084585189819336
468.0,2.3728837966918945,17.092361450195312
469.0,2.640909433364868,12.142930030822754
470.0,2.63753604888916,12.160039901733398
471.0,2.63753604888916,12.160039901733398
472.0,2.5080556869506836,7.851367950439453
473.0,3.275449514389038,15.871805191040039
474.0,0.3954504430294037,15.504171371459961
475.0,0.48488539457321167,15.783435821533203
476.0,0.48488539457321167,15.783435821533203
477.0,0.4847222864627838,15.783792495727539
478.0,0.48488539457321167,15.783435821533203
479.0,0.48488539457321167,15.783435821533203
480.0,0.4847222864627838,15.783792495727539
481.0,0.4789554476737976,15.717565536499023
482.0,0.4789554476737976,15.717565536499023
483.0,0.47883448004722595,15.717921257019043
484.0,2.6028690338134766,14.810900688171387
485.0,1.36821448802948,14.840442657470703
486.0,1.225576639175415,7.081918716430664
487.0,0.16307373344898224,14.862756729125977
488.0,0.16307373344898224,14.862756729125977
489.0,0.1620805263519287,14.858577728271484
490.0,0.19923846423625946,14.755390167236328
491.0,0.19723981618881226,14.751213073730469
492.0,1.2202926874160767,6.958828926086426
493.0,1.3472120761871338,14.76877212524414
494.0,2.059628963470459,6.275972843170166
495.0,2.059628963470459,6.275972843170166
496.0,1.7499345541000366,11.561254501342773
497.0,1.7499345541000366,11.561254501342773
498.0,2.6081509590148926,13.783402442932129
499.0,1.3970478773117065,15.142230033874512
500.0,2.605921745300293,13.632617950439453
501.0,0.19136348366737366,14.243538856506348
502.0,3.2427337169647217,17.172035217285156
503.0,3.2447335720062256,17.203519821166992
504.0,1.4000858068466187,16.133041381835938
505.0,0.2904077172279358,14.30093765258789
506.0,1.4219685792922974,15.310127258300781
507.0,2.8888823986053467,11.482266426086426
508.0,1.6529735326766968,10.184386253356934
509.0,1.3910260200500488,14.940319061279297
510.0,1.4267432689666748,15.298460960388184
511.0,1.633834719657898,18.925073623657227
512.0,2.6603846549987793,13.440631866455078
513.0,2.6603846549987793,13.440631866455078
514.0,2.691265821456909,12.618343353271484
515.0,2.69264554977417,12.620266914367676
516.0,2.6488196849823,16.574308395385742
517.0,2.6408393383026123,16.552961349487305
518.0,2.697072982788086,12.610172271728516
519.0,2.4233145713806152,13.563155174255371
520.0,2.4233145713806152,13.563155174255371
521.0,1.5756264925003052,14.327478408813477
522.0,1.5775076150894165,14.322456359863281
523.0,1.649953007698059,10.444314956665039
524.0,1.649953007698059,10.444314956665039
525.0,1.9542789459228516,5.368890762329102
526.0,1.9542789459228516,5.368890762329102
527.0,3.373379707336426,15.433775901794434
528.0,3.373379707336426,15.433775901794434
529.0,3.372499465942383,15.522283554077148
530.0,3.372499465942383,15.522283554077148
531.0,1.8426687717437744,8.388396263122559
532.0,1.831711769104004,14.72302532196045
533.0,2.640662670135498,15.69240951538086
534.0,1.8524001836776733,8.21300220489502
535.0,1.8612090349197388,14.580291748046875
536.0,1.8568938970565796,8.224918365478516
