Unnamed: 0,x_index_info,x_index_unlabeled,pred,y_unlabeled,std,pred-std,pred+std,absolute_deviation
77,Piperidine-DiP-C4H3O,529,36.13028717041016,,1.2843486070632937,34.84593963623047,37.41463470458984,
4975,0-H-Me,5442,-23.358407974243164,-17.3,0.6769537925720215,-24.035362243652344,-22.681453704833984,6.058407974243163
2540,NH2C6F5-C6H7-C4H3S,3005,6.0279645919799805,5.2,3.9967310428619385,2.031233549118042,10.02469539642334,0.8279645919799803
2046,NMe3-C6H7-CH2OMe,2510,5.797108173370361,,3.970945358276367,1.826162815093994,9.76805305480957,
2020,NMe3-C6H7-C4H3S,2484,6.213033676147461,,3.962621688842773,2.2504119873046875,10.175655364990234,
