Unnamed: 0,Xlig1_aver,B1,B2,TYPE,NH3_ligand,DG,index,DG-class,Unnamed: 8,KMeans_Cluster,DBSCAN_Cluster,Agglo_Cluster,Y=0.5*X+0.5*0.5*(B1+B2),variances,,,,,
NH2Me-Ph-OMe,2.363738318,2.390909091,2.518,0,1,,4618,,,1,7,0,2.409096432,,1,NH2Me-Ph-OMe,2101,-2.820775986,
N(SiMe3)H2-Ph-OMe,2.369844021,2.390909091,2.518,0,1,,4619,,,1,7,0,2.412149283,,1,N(SiMe3)H2-Ph-OMe,4853,-2.820775986,
NH2Me-C4H3S-C4H3O,2.363738318,2.4225,2.53,0,1,,4620,,,1,7,0,2.419994159,,1,NH2Me-C4H3S-C4H3O,2074,-2.822879076,
NH2Me-C4H3S-OMe,2.363738318,2.4225,2.518,0,1,,4621,,,1,7,0,2.416994159,,1,NH2Me-C4H3S-OMe,2076,-2.822879076,
N(SiMe3)H2-C4H3S-C4H3O,2.369844021,2.4225,2.53,0,1,,4622,,,1,7,0,2.423047011,,1,N(SiMe3)H2-C4H3S-C4H3O,4826,-2.822879076,
N(SiMe3)H2-C4H3S-OMe,2.369844021,2.4225,2.518,0,1,,4623,,,1,7,0,2.420047011,,1,N(SiMe3)H2-C4H3S-OMe,4828,-2.822879076,
NH2Me-Cy-C4H3O,2.363738318,2.323529412,2.53,0,1,,4624,,,1,7,0,2.395251512,,1,NH2Me-Cy-C4H3O,2057,-2.828633308,
NH2Me-Cy-OMe,2.363738318,2.323529412,2.518,0,1,,4625,,,1,7,0,2.392251512,,1,NH2Me-Cy-OMe,2059,-2.828633308,
N(SiMe3)H2-Cy-C4H3O,2.369844021,2.323529412,2.53,0,1,,4626,,,1,7,0,2.398304364,,1,N(SiMe3)H2-Cy-C4H3O,4809,-2.828633308,
N(SiMe3)H2-Cy-OMe,2.369844021,2.323529412,2.518,0,1,,4627,,,1,7,0,2.395304364,,1,N(SiMe3)H2-Cy-OMe,4811,-2.828633308,
NH2Ph-Et-C4H3O,2.342971888,2.3,2.53,0,1,,4628,,,1,7,0,2.378985944,,1,NH2Ph-Et-C4H3O,4355,-2.836120844,
N(NMe2)H2-Et-C4H3O,2.346898589,2.3,2.53,0,1,,4629,,,1,7,0,2.380949295,,1,N(NMe2)H2-Et-C4H3O,5898,-2.836120844,
N(NMe2)H2-Et-OMe,2.346898589,2.3,2.518,0,1,,4630,,,1,7,0,2.377949295,,1,N(NMe2)H2-Et-OMe,5900,-2.836120844,
N(N(iPr)2)H2-PMe2-CH2NMe2,2.360178971,2.276666667,2.3575,0,1,,4631,,,1,7,0,2.338631152,,1,N(N(iPr)2)H2-PMe2-CH2NMe2,3755,-2.836192131,
N(tBu)H2-PMe2-CH2NMe2,2.359633028,2.276666667,2.3575,0,1,,4632,,,1,7,0,2.338358181,,1,N(tBu)H2-PMe2-CH2NMe2,4899,-2.836192131,
NH3-H-CH2PMe2,2.381818182,2.2,2.286666667,0,1,,4633,,,1,7,0,2.312575758,,1,NH3-H-CH2PMe2,3020,-2.83692956,
NH3-C4H4N-Br,2.381818182,2.448888889,2.96,0,1,,4634,,,1,3,1,2.543131313,,1,NH3-C4H4N-Br,3044,-2.853983879,
NH3-PMe2-Ph-Cl,2.381818182,2.276666667,2.478181818,0,1,,4635,,,1,7,0,2.379621212,,1,NH3-PMe2-Ph-Cl,2954,-2.859271288,
NH3-CH2NMe2-iPr,2.381818182,2.3575,2.305,0,1,,4636,,,1,7,0,2.356534091,,1,NH3-CH2NMe2-iPr,3216,-2.861455679,
NH2Ph-CH2PMe2-C9H12,2.342971888,2.286666667,2.35,0,1,,4637,,,1,7,0,2.330652611,,1,NH2Ph-CH2PMe2-C9H12,4275,-2.867952585,
NH2Ph-Me-C9H12,2.342971888,2.2875,2.35,0,1,,4638,,,1,7,0,2.330860944,,1,NH2Ph-Me-C9H12,4304,-2.867952585,
N(NMe2)H2-CH2PMe2-C9H12,2.346898589,2.286666667,2.35,0,1,,4639,,,1,7,0,2.332615961,,1,N(NMe2)H2-CH2PMe2-C9H12,5801,-2.867952585,
N(NMe2)H2-Me-C9H12,2.346898589,2.2875,2.35,0,1,,4640,,,1,7,0,2.332824295,,1,N(NMe2)H2-Me-C9H12,5838,-2.867952585,
0-Et-Ph-Cl,0,2.3,2.478181818,0,0,,4641,,,3,13,2,1.194545455,,1,0-Et-Ph-Cl,795,-2.875473261,
NH2Me-PMe2-C9H12,2.363738318,2.276666667,2.35,0,1,,4642,,,1,7,0,2.338535826,,1,NH2Me-PMe2-C9H12,1740,-2.880260706,
N(SiMe3)H2-PMe2-C9H12,2.369844021,2.276666667,2.35,0,1,,4643,,,1,7,0,2.341588677,,1,N(SiMe3)H2-PMe2-C9H12,4492,-2.880260706,
NH2Me-Et-iPr,2.363738318,2.3,2.305,0,1,,4644,,,1,7,0,2.333119159,,1,NH2Me-Et-iPr,1995,-2.887843609,
N(SiMe3)H2-Et-iPr,2.369844021,2.3,2.305,0,1,,4645,,,1,7,0,2.336172011,,1,N(SiMe3)H2-Et-iPr,4747,-2.887843609,
NH3-C6H7-iPr,2.381818182,2.361538462,2.305,0,1,,4646,,,1,7,0,2.357543707,,1,NH3-C6H7-iPr,2986,-2.893234015,
NMe3-Et-C4H3O,2.328961749,2.3,2.53,0,1,,4647,,,1,7,0,2.371980875,,1,NMe3-Et-C4H3O,1188,-2.899868965,
NMe3-Et-OMe,2.328961749,2.3,2.518,0,1,,4648,,,1,7,0,2.368980875,,1,NMe3-Et-OMe,1190,-2.899868965,
Imidazole-F-CH2NMe2,2.247819395,3.98,2.3575,0,1,,4649,,,1,4,4,2.708284698,,1,Imidazole-F-CH2NMe2,3490,-2.901319265,
NH2Me-PMe2-DiP,2.363738318,2.276666667,2.344827586,0,1,,4650,,,1,7,0,2.337242722,,1,NH2Me-PMe2-DiP,1732,-2.9025805,
N(SiMe3)H2-PMe2-DiP,2.369844021,2.276666667,2.344827586,0,1,,4651,,,1,7,0,2.340295574,,1,N(SiMe3)H2-PMe2-DiP,4484,-2.9025805,
N(N(iPr)2)H2-CH2PMe2-Ph-Cl,2.360178971,2.286666667,2.478181818,0,1,,4652,,,1,7,0,2.371301607,,1,N(N(iPr)2)H2-CH2PMe2-Ph-Cl,3916,-2.916683674,
N(N(iPr)2)H2-Me-Ph-Cl,2.360178971,2.2875,2.478181818,0,1,,4653,,,1,7,0,2.37150994,,1,N(N(iPr)2)H2-Me-Ph-Cl,3953,-2.916683674,
N(tBu)H2-CH2PMe2-Ph-Cl,2.359633028,2.286666667,2.478181818,0,1,,4654,,,1,7,0,2.371028635,,1,N(tBu)H2-CH2PMe2-Ph-Cl,5060,-2.916683674,
N(tBu)H2-Me-Ph-Cl,2.359633028,2.2875,2.478181818,0,1,,4655,,,1,7,0,2.371236969,,1,N(tBu)H2-Me-Ph-Cl,5097,-2.916683674,
NH2C6F5-CH2SiMe3-Ph,2.2,2.26875,2.390909091,0,1,,4656,,,1,7,0,2.264914773,,1,NH2C6F5-CH2SiMe3-Ph,5553,-2.919741631,
NH2C6F5-CH2SiMe3-C4H3S,2.2,2.26875,2.4225,0,1,,4657,,,1,7,0,2.2728125,,1,NH2C6F5-CH2SiMe3-C4H3S,5548,-2.925434828,
N(CN)H2-F-CH2NMe2,2.267546908,3.98,2.3575,0,1,,4658,,,1,4,4,2.718148454,,1,N(CN)H2-F-CH2NMe2,1478,-2.933708906,
0-CN-Br,0,2.795,2.96,0,0,,4659,,,3,39,2,1.43875,,1,0-CN-Br,688,-2.938704491,
N(N(iPr)2)H2-Et-Ph-Cl,2.360178971,2.3,2.478181818,0,1,,4660,,,1,7,0,2.37463494,,1,N(N(iPr)2)H2-Et-Ph-Cl,4001,-2.942015409,
N(tBu)H2-Et-Ph-Cl,2.359633028,2.3,2.478181818,0,1,,4661,,,1,7,0,2.374361969,,1,N(tBu)H2-Et-Ph-Cl,5145,-2.942015409,
NH2Ph-CH2PMe2-Me,2.342971888,2.286666667,2.2875,0,1,,4662,,,1,7,0,2.315027611,,1,NH2Ph-CH2PMe2-Me,4273,-2.947824717,
NH2Ph-Me-Me,2.342971888,2.2875,2.2875,0,1,,4663,,,1,7,0,2.315235944,,1,NH2Ph-Me-Me,4302,-2.947824717,
N(NMe2)H2-CH2PMe2-Me,2.346898589,2.286666667,2.2875,0,1,,4664,,,1,7,0,2.316990961,,1,N(NMe2)H2-CH2PMe2-Me,5799,-2.947824717,
N(NMe2)H2-Me-Me,2.346898589,2.2875,2.2875,0,1,,4665,,,1,7,0,2.317199295,,1,N(NMe2)H2-Me-Me,5836,-2.947824717,
NH2Me-CH2OMe-C4H3O,2.363738318,2.4425,2.53,0,1,,4666,,,1,7,0,2.424994159,,1,NH2Me-CH2OMe-C4H3O,1966,-2.969316959,
NH2Me-CH2OMe-OMe,2.363738318,2.4425,2.518,0,1,,4667,,,1,7,0,2.421994159,,1,NH2Me-CH2OMe-OMe,1968,-2.969316959,
N(SiMe3)H2-CH2OMe-C4H3O,2.369844021,2.4425,2.53,0,1,,4668,,,1,7,0,2.428047011,,1,N(SiMe3)H2-CH2OMe-C4H3O,4718,-2.969316959,
N(SiMe3)H2-CH2OMe-OMe,2.369844021,2.4425,2.518,0,1,,4669,,,1,7,0,2.425047011,,1,N(SiMe3)H2-CH2OMe-OMe,4720,-2.969316959,
NH2C6F5-C4H4N-Cy,2.2,2.448888889,2.323529412,0,1,,4670,,,1,7,0,2.293104575,,1,NH2C6F5-C4H4N-Cy,5383,-2.977712393,
NH2C6F5-C4H4N-tBu,2.2,2.448888889,2.307692308,0,1,,4671,,,1,7,0,2.289145299,,1,NH2C6F5-C4H4N-tBu,5386,-2.977712393,
N(N(iPr)2)H2-PMe2-C6H7,2.360178971,2.276666667,2.361538462,0,1,,4672,,,1,7,0,2.339640768,,1,N(N(iPr)2)H2-PMe2-C6H7,3743,-2.985364914,
N(tBu)H2-PMe2-C6H7,2.359633028,2.276666667,2.361538462,0,1,,4673,,,1,7,0,2.339367796,,1,N(tBu)H2-PMe2-C6H7,4887,-2.985364914,
NH3-Ph-Cl-Cl,2.381818182,2.478181818,3.16,0,1,,4674,,,1,28,1,2.600454546,,1,NH3-Ph-Cl-Cl,3230,-2.986866474,
NMe3-CH2PMe2-C9H12,2.328961749,2.286666667,2.35,0,1,,4675,,,1,7,0,2.323647541,,1,NMe3-CH2PMe2-C9H12,1091,-3.017295599,
NMe3-Me-C9H12,2.328961749,2.2875,2.35,0,1,,4676,,,1,7,0,2.323855875,,1,NMe3-Me-C9H12,1128,-3.017295599,
NH2C6F5-Ph-NMe2,2.2,2.390909091,2.371111111,0,1,,4677,,,,,,2.290505051,,1,NH2C6F5-Ph-NMe2,543,-3.019199848,
NH2Ph-CH2PMe2-C4H3O,2.342971888,2.286666667,2.53,0,1,,4678,,,1,7,0,2.375652611,,1,NH2Ph-CH2PMe2-C4H3O,4287,-3.020399094,
NH2Ph-CH2PMe2-OMe,2.342971888,2.286666667,2.518,0,1,,4679,,,1,7,0,2.372652611,,1,NH2Ph-CH2PMe2-OMe,4289,-3.020399094,
NH2Ph-Me-C4H3O,2.342971888,2.2875,2.53,0,1,,4680,,,1,7,0,2.375860944,,1,NH2Ph-Me-C4H3O,4312,-3.020399094,
N(NMe2)H2-CH2PMe2-C4H3O,2.346898589,2.286666667,2.53,0,1,,4681,,,1,7,0,2.377615961,,1,N(NMe2)H2-CH2PMe2-C4H3O,5813,-3.020399094,
N(NMe2)H2-CH2PMe2-OMe,2.346898589,2.286666667,2.518,0,1,,4682,,,1,7,0,2.374615961,,1,N(NMe2)H2-CH2PMe2-OMe,5815,-3.020399094,
N(NMe2)H2-Me-C4H3O,2.346898589,2.2875,2.53,0,1,,4683,,,1,7,0,2.377824295,,1,N(NMe2)H2-Me-C4H3O,5850,-3.020399094,
N(NMe2)H2-Me-OMe,2.346898589,2.2875,2.518,0,1,,4684,,,1,7,0,2.374824295,,1,N(NMe2)H2-Me-OMe,5852,-3.020399094,
NH3-H-Ph-Cl,2.381818182,2.2,2.478181818,0,1,,4685,,,1,7,0,2.360454546,,1,NH3-H-Ph-Cl,3027,-3.020659447,
NH2Ph-Et-CH2NMe2,2.342971888,2.3,2.3575,0,1,,4686,,,1,7,0,2.335860944,,1,NH2Ph-Et-CH2NMe2,4348,-3.023737907,
N(NMe2)H2-Et-CH2NMe2,2.346898589,2.3,2.3575,0,1,,4687,,,1,7,0,2.337824295,,1,N(NMe2)H2-Et-CH2NMe2,5888,-3.023737907,
NH2C6F5-PMe2-C4H3S,2.2,2.276666667,2.4225,0,1,,4688,,,1,7,0,2.274791667,,1,NH2C6F5-PMe2-C4H3S,5303,-3.043139696,
NH2Ph-CH2PMe2-CH2NMe2,2.342971888,2.286666667,2.3575,0,1,,4689,,,1,7,0,2.332527611,,1,NH2Ph-CH2PMe2-CH2NMe2,4277,-3.053925753,
NH2Ph-Me-CH2NMe2,2.342971888,2.2875,2.3575,0,1,,4690,,,1,7,0,2.332735944,,1,NH2Ph-Me-CH2NMe2,4305,-3.053925753,
N(NMe2)H2-CH2PMe2-CH2NMe2,2.346898589,2.286666667,2.3575,0,1,,4691,,,1,7,0,2.334490961,,1,N(NMe2)H2-CH2PMe2-CH2NMe2,5803,-3.053925753,
N(NMe2)H2-Me-CH2NMe2,2.346898589,2.2875,2.3575,0,1,,4692,,,1,7,0,2.334699295,,1,N(NMe2)H2-Me-CH2NMe2,5840,-3.053925753,
N(CN)H2-F-C4H3O,2.267546908,3.98,2.53,0,1,,4693,,,1,4,4,2.761273454,,1,N(CN)H2-F-C4H3O,1488,-3.064430952,
N(CN)H2-F-OMe,2.267546908,3.98,2.518,0,1,,4694,,,1,4,4,2.758273454,,1,N(CN)H2-F-OMe,1490,-3.064430952,
Imidazole-F-C4H3O,2.247819395,3.98,2.53,0,1,,4695,,,1,4,4,2.751409698,,1,Imidazole-F-C4H3O,3500,-3.064888716,
Imidazole-F-OMe,2.247819395,3.98,2.518,0,1,,4696,,,1,4,4,2.748409698,,1,Imidazole-F-OMe,3502,-3.064888716,
NH2C6F5-PMe2-CH2OMe,2.2,2.276666667,2.4425,0,1,,4697,,,1,7,0,2.279791667,,1,NH2C6F5-PMe2-CH2OMe,5295,-3.067813158,
NMe3-CH2PMe2-Me,2.328961749,2.286666667,2.2875,0,1,,4698,,,1,7,0,2.308022541,,1,NMe3-CH2PMe2-Me,1089,-3.074621201,
NMe3-Me-Me,2.328961749,2.2875,2.2875,0,1,,4699,,,1,7,0,2.308230875,,1,NMe3-Me-Me,1126,-3.074621201,
N(N(iPr)2)H2-C4H4N-Me,2.360178971,2.448888889,2.2875,0,1,,4700,,,1,7,0,2.364186708,,1,N(N(iPr)2)H2-C4H4N-Me,3848,-3.088909864,
N(tBu)H2-C4H4N-Me,2.359633028,2.448888889,2.2875,0,1,,4701,,,1,7,0,2.363913736,,1,N(tBu)H2-C4H4N-Me,4992,-3.088909864,
NMe3-Et-CH2NMe2,2.328961749,2.3,2.3575,0,1,,4702,,,1,7,0,2.328855875,,1,NMe3-Et-CH2NMe2,1178,-3.092028856,
NH2Me-CH2NMe2-C4H3O,2.363738318,2.3575,2.53,0,1,,4703,,,1,7,0,2.403744159,,1,NH2Me-CH2NMe2-C4H3O,2011,-3.113738775,
NH2Me-CH2NMe2-OMe,2.363738318,2.3575,2.518,0,1,,4704,,,1,7,0,2.400744159,,1,NH2Me-CH2NMe2-OMe,2013,-3.113738775,
N(SiMe3)H2-CH2NMe2-C4H3O,2.369844021,2.3575,2.53,0,1,,4705,,,1,7,0,2.406797011,,1,N(SiMe3)H2-CH2NMe2-C4H3O,4763,-3.113738775,
N(SiMe3)H2-CH2NMe2-OMe,2.369844021,2.3575,2.518,0,1,,4706,,,1,7,0,2.403797011,,1,N(SiMe3)H2-CH2NMe2-OMe,4765,-3.113738775,
NH2Me-PMe2-CH2NMe2,2.363738318,2.276666667,2.3575,0,1,,4707,,,1,7,0,2.340410826,,1,NH2Me-PMe2-CH2NMe2,1742,-3.115793705,
N(SiMe3)H2-PMe2-CH2NMe2,2.369844021,2.276666667,2.3575,0,1,,4708,,,1,7,0,2.343463677,,1,N(SiMe3)H2-PMe2-CH2NMe2,4494,-3.115793705,
0-C6F5-C4H3O,0,3.2,2.53,0,0,,4709,,,3,23,2,1.4325,,1,0-C6F5-C4H3O,572,-3.115856886,
NH3-C9H12-C4H3O,2.381818182,2.35,2.53,0,1,,4710,,,1,7,0,2.410909091,,1,NH3-C9H12-C4H3O,3189,-3.116078854,
NH3-C9H12-OMe,2.381818182,2.35,2.518,0,1,,4711,,,1,7,0,2.407909091,,1,NH3-C9H12-OMe,3191,-3.116078854,
NH3-DiP-C4H3O,2.381818182,2.344827586,2.53,0,1,,4712,,,1,7,0,2.409615988,,1,NH3-DiP-C4H3O,3013,-3.121692181,
NH3-DiP-OMe,2.381818182,2.344827586,2.518,0,1,,4713,,,1,7,0,2.406615988,,1,NH3-DiP-OMe,3015,-3.121692181,
N(N(iPr)2)H2-Ph-Cl-Cy,2.360178971,2.478181818,2.323529412,0,1,,4714,,,1,7,0,2.380517293,,1,N(N(iPr)2)H2-Ph-Cl-Cy,4031,-3.122078896,
N(N(iPr)2)H2-Ph-Cl-tBu,2.360178971,2.478181818,2.307692308,0,1,,4715,,,1,7,0,2.376558017,,1,N(N(iPr)2)H2-Ph-Cl-tBu,4034,-3.122078896,
N(tBu)H2-Ph-Cl-Cy,2.359633028,2.478181818,2.323529412,0,1,,4716,,,1,7,0,2.380244322,,1,N(tBu)H2-Ph-Cl-Cy,5175,-3.122078896,
N(tBu)H2-Ph-Cl-tBu,2.359633028,2.478181818,2.307692308,0,1,,4717,,,1,7,0,2.376285046,,1,N(tBu)H2-Ph-Cl-tBu,5178,-3.122078896,
NH2Me-CH2PMe2-Ph-Cl,2.363738318,2.286666667,2.478181818,0,1,,4718,,,1,7,0,2.37308128,,1,NH2Me-CH2PMe2-Ph-Cl,1903,-3.122178316,
NH2Me-Me-Ph-Cl,2.363738318,2.2875,2.478181818,0,1,,4719,,,1,7,0,2.373289614,,1,NH2Me-Me-Ph-Cl,1940,-3.122178316,
N(SiMe3)H2-CH2PMe2-Ph-Cl,2.369844021,2.286666667,2.478181818,0,1,,4720,,,1,7,0,2.376134132,,1,N(SiMe3)H2-CH2PMe2-Ph-Cl,4655,-3.122178316,
N(SiMe3)H2-Me-Ph-Cl,2.369844021,2.2875,2.478181818,0,1,,4721,,,1,7,0,2.376342465,,1,N(SiMe3)H2-Me-Ph-Cl,4692,-3.122178316,
NH3-CH2SiMe3-C4H3O,2.381818182,2.26875,2.53,0,1,,4722,,,1,7,0,2.390596591,,1,NH3-CH2SiMe3-C4H3O,3253,-3.132556677,
NH3-CH2SiMe3-OMe,2.381818182,2.26875,2.518,0,1,,4723,,,1,7,0,2.387596591,,1,NH3-CH2SiMe3-OMe,3255,-3.132556677,
NH2Me-C6H7-C4H3O,2.363738318,2.361538462,2.53,0,1,,4724,,,1,7,0,2.404753775,,1,NH2Me-C6H7-C4H3O,1778,-3.139838934,
NH2Me-C6H7-OMe,2.363738318,2.361538462,2.518,0,1,,4725,,,1,7,0,2.401753775,,1,NH2Me-C6H7-OMe,1780,-3.139838934,
N(SiMe3)H2-C6H7-C4H3O,2.369844021,2.361538462,2.53,0,1,,4726,,,1,7,0,2.407806626,,1,N(SiMe3)H2-C6H7-C4H3O,4530,-3.139838934,
N(SiMe3)H2-C6H7-OMe,2.369844021,2.361538462,2.518,0,1,,4727,,,1,7,0,2.404806626,,1,N(SiMe3)H2-C6H7-OMe,4532,-3.139838934,
NH3-F-Br,2.381818182,3.98,2.96,0,1,,4728,,,1,49,4,2.925909091,,1,NH3-F-Br,3085,-3.143804312,
NH3-C4H4N-Cl,2.381818182,2.448888889,3.16,0,1,,4729,,,1,28,1,2.593131313,,1,NH3-C4H4N-Cl,3058,-3.147904873,
NMe3-CH2PMe2-C4H3O,2.328961749,2.286666667,2.53,0,1,,4730,,,1,7,0,2.368647541,,1,NMe3-CH2PMe2-C4H3O,1103,-3.159136295,
NMe3-CH2PMe2-OMe,2.328961749,2.286666667,2.518,0,1,,4731,,,1,7,0,2.365647541,,1,NMe3-CH2PMe2-OMe,1105,-3.159136295,
NMe3-Me-C4H3O,2.328961749,2.2875,2.53,0,1,,4732,,,1,7,0,2.368855875,,1,NMe3-Me-C4H3O,1140,-3.159136295,
NMe3-Me-OMe,2.328961749,2.2875,2.518,0,1,,4733,,,1,7,0,2.365855875,,1,NMe3-Me-OMe,1142,-3.159136295,
NH3-CH2OMe-C9H12,2.381818182,2.4425,2.35,0,1,,4734,,,1,7,0,2.389034091,,1,NH3-CH2OMe-C9H12,3161,-3.162258387,
NH2Me-Et-Ph-Cl,2.363738318,2.3,2.478181818,0,1,,4735,,,1,7,0,2.376414614,,1,NH2Me-Et-Ph-Cl,1988,-3.179649115,
N(SiMe3)H2-Et-Ph-Cl,2.369844021,2.3,2.478181818,0,1,,4736,,,1,7,0,2.379467465,,1,N(SiMe3)H2-Et-Ph-Cl,4740,-3.179649115,
NH2C6F5-Et-Ph-Cl,2.2,2.3,2.478181818,0,1,,4737,,,1,7,0,2.294545455,,1,NH2C6F5-Et-Ph-Cl,5501,-3.202093601,
NMe3-CH2PMe2-CH2NMe2,2.328961749,2.286666667,2.3575,0,1,,4738,,,1,7,0,2.325522541,,1,NMe3-CH2PMe2-CH2NMe2,1093,-3.203268766,
NMe3-Me-CH2NMe2,2.328961749,2.2875,2.3575,0,1,,4739,,,1,7,0,2.325730875,,1,NMe3-Me-CH2NMe2,1130,-3.203268766,
0-Ph-Cl-Cy,0,2.478181818,2.323529412,0,0,,4740,,,3,13,2,1.200427808,,1,0-Ph-Cl-Cy,820,-3.216138363,
0-C6F5-Ph-Cl,0,3.2,2.478181818,0,0,,4741,,,3,23,2,1.419545455,,1,0-C6F5-Ph-Cl,565,-3.21676755,
NH2C6F5-CH2OMe-CH2NMe2,2.2,2.4425,2.3575,0,1,,4742,,,1,7,0,2.3,,1,NH2C6F5-CH2OMe-CH2NMe2,5469,-3.218285322,
NH2Me-C4H4N-Cy,2.363738318,2.448888889,2.323529412,0,1,,4743,,,1,7,0,2.374973734,,1,NH2Me-C4H4N-Cy,1843,-3.218577623,
NH2Me-C4H4N-tBu,2.363738318,2.448888889,2.307692308,0,1,,4744,,,1,7,0,2.371014458,,1,NH2Me-C4H4N-tBu,1846,-3.218577623,
N(SiMe3)H2-C4H4N-Cy,2.369844021,2.448888889,2.323529412,0,1,,4745,,,1,7,0,2.378026586,,1,N(SiMe3)H2-C4H4N-Cy,4595,-3.218577623,
N(SiMe3)H2-C4H4N-tBu,2.369844021,2.448888889,2.307692308,0,1,,4746,,,1,7,0,2.37406731,,1,N(SiMe3)H2-C4H4N-tBu,4598,-3.218577623,
N(N(iPr)2)H2-CH2PMe2-C9H12,2.360178971,2.286666667,2.35,0,1,,4747,,,1,7,0,2.339256152,,1,N(N(iPr)2)H2-CH2PMe2-C9H12,3913,-3.219684124,
N(N(iPr)2)H2-Me-C9H12,2.360178971,2.2875,2.35,0,1,,4748,,,1,7,0,2.339464486,,1,N(N(iPr)2)H2-Me-C9H12,3950,-3.219684124,
N(tBu)H2-CH2PMe2-C9H12,2.359633028,2.286666667,2.35,0,1,,4749,,,1,7,0,2.338983181,,1,N(tBu)H2-CH2PMe2-C9H12,5057,-3.219684124,
N(tBu)H2-Me-C9H12,2.359633028,2.2875,2.35,0,1,,4750,,,1,7,0,2.339191514,,1,N(tBu)H2-Me-C9H12,5094,-3.219684124,
NH3-CH2PMe2-Cy,2.381818182,2.286666667,2.323529412,0,1,,4751,,,1,7,0,2.343458111,,1,NH3-CH2PMe2-Cy,3114,-3.227032661,
NH3-CH2PMe2-tBu,2.381818182,2.286666667,2.307692308,0,1,,4752,,,1,7,0,2.339498835,,1,NH3-CH2PMe2-tBu,3117,-3.227032661,
NH3-Me-Cy,2.381818182,2.2875,2.323529412,0,1,,4753,,,1,7,0,2.343666444,,1,NH3-Me-Cy,3150,-3.227032661,
NH3-Me-tBu,2.381818182,2.2875,2.307692308,0,1,,4754,,,1,7,0,2.339707168,,1,NH3-Me-tBu,3153,-3.227032661,
NH2Me-PMe2-C6H7,2.363738318,2.276666667,2.361538462,0,1,,4755,,,1,7,0,2.341420441,,1,NH2Me-PMe2-C6H7,1731,-3.263394117,
N(SiMe3)H2-PMe2-C6H7,2.369844021,2.276666667,2.361538462,0,1,,4756,,,1,7,0,2.344473293,,1,N(SiMe3)H2-PMe2-C6H7,4483,-3.263394117,
0-C6H7-C6H7,0,2.361538462,2.361538462,0,0,,4757,,,3,13,2,1.180769231,,1,0-C6H7-C6H7,590,-3.264121294,
N(N(iPr)2)H2-C4H4N-C9H12,2.360178971,2.448888889,2.35,0,1,,4758,,,1,7,0,2.379811708,,1,N(N(iPr)2)H2-C4H4N-C9H12,3850,-3.266674995,
N(tBu)H2-C4H4N-C9H12,2.359633028,2.448888889,2.35,0,1,,4759,,,1,7,0,2.379538736,,1,N(tBu)H2-C4H4N-C9H12,4994,-3.266674995,
NH3-C4H4N-C4H4N,2.381818182,2.448888889,2.448888889,0,1,,4760,,,1,7,0,2.415353536,,1,NH3-C4H4N-C4H4N,3040,-3.268551588,
NH3-PMe2-C4H3O,2.381818182,2.276666667,2.53,0,1,,4761,,,1,7,0,2.392575758,,1,NH3-PMe2-C4H3O,2963,-3.274019718,
NH3-PMe2-OMe,2.381818182,2.276666667,2.518,0,1,,4762,,,1,7,0,2.389575758,,1,NH3-PMe2-OMe,2965,-3.274019718,
NH3-C4H4N-Ph,2.381818182,2.448888889,2.390909091,0,1,,4763,,,1,7,0,2.400858586,,1,NH3-C4H4N-Ph,3060,-3.27769804,
NH3-C4H4N-C4H3S,2.381818182,2.448888889,2.4225,0,1,,4764,,,1,7,0,2.408756313,,1,NH3-C4H4N-C4H3S,3055,-3.280016184,
NH3-CH2PMe2-CH2PMe2,2.381818182,2.286666667,2.286666667,0,1,,4765,,,1,7,0,2.334242425,,1,NH3-CH2PMe2-CH2PMe2,3104,-3.296412468,
NH3-C4H4N-CH2OMe,2.381818182,2.448888889,2.4425,0,1,,4766,,,1,7,0,2.413756313,,1,NH3-C4H4N-CH2OMe,3046,-3.320281267,
N(N(iPr)2)H2-CH2PMe2-Me,2.360178971,2.286666667,2.2875,0,1,,4767,,,1,7,0,2.323631152,,1,N(N(iPr)2)H2-CH2PMe2-Me,3911,-3.325188637,
N(N(iPr)2)H2-Me-Me,2.360178971,2.2875,2.2875,0,1,,4768,,,1,7,0,2.323839486,,1,N(N(iPr)2)H2-Me-Me,3948,-3.325188637,
N(tBu)H2-CH2PMe2-Me,2.359633028,2.286666667,2.2875,0,1,,4769,,,1,7,0,2.323358181,,1,N(tBu)H2-CH2PMe2-Me,5055,-3.325188637,
N(tBu)H2-Me-Me,2.359633028,2.2875,2.2875,0,1,,4770,,,1,7,0,2.323566514,,1,N(tBu)H2-Me-Me,5092,-3.325188637,
NH2C6F5-C4H4N-iPr,2.2,2.448888889,2.305,0,1,,4771,,,1,7,0,2.288472222,,1,NH2C6F5-C4H4N-iPr,5387,-3.328571558,
0-CN-Cl,0,2.795,3.16,0,0,,4772,,,3,38,2,1.48875,,1,0-CN-Cl,702,-3.344989061,
0-OH-Cl,0,2.82,3.16,0,0,,4773,,,3,38,2,1.495,,1,0-OH-Cl,862,-3.344989061,
NH3-CH2OMe-CH2NMe2,2.381818182,2.4425,2.3575,0,1,,4774,,,1,7,0,2.390909091,,1,NH3-CH2OMe-CH2NMe2,3163,-3.363562584,
