Unnamed: 0,Xlig1_aver,B1,B2,TYPE,NH3_ligand,DG,index,DG-class,Unnamed: 8,KMeans_Cluster,DBSCAN_Cluster,Agglo_Cluster,Y=0.5*X+0.5*0.5*(B1+B2),variances,,,,,
NMe3-C6F5-Ph,2.328961749,3.2,2.390909091,0,1,,602,,,1,0,0,2.562208147,,1,NMe3-C6F5-Ph,917,13.40418243,
Piperidine-Ph-Cl-OH,2.28,2.478181818,2.82,0,1,,603,,,1,3,1,2.464545455,,1,Piperidine-Ph-Cl-OH,2421,13.37234402,
Piperidine-CN-Cy,2.28,2.795,2.323529412,0,1,,604,,,1,0,0,2.419632353,,1,Piperidine-CN-Cy,2267,13.36473274,
Piperidine-CN-tBu,2.28,2.795,2.307692308,0,1,,605,,,1,0,0,2.415673077,,1,Piperidine-CN-tBu,2270,13.36473274,
Piperidine-OH-tBu,2.28,2.82,2.307692308,0,1,,606,,,1,0,0,2.421923077,,1,Piperidine-OH-tBu,2465,13.36473274,
NH2Ph-C6F5-CH2OMe,2.342971888,3.2,2.4425,0,1,,607,,,1,0,0,2.582110944,,1,NH2Ph-C6F5-CH2OMe,4124,13.35594463,
N(NMe2)H2-C6F5-CH2OMe,2.346898589,3.2,2.4425,0,1,,608,,,1,0,0,2.584074295,,1,N(NMe2)H2-C6F5-CH2OMe,5613,13.35594463,
NMe3-C6F5-CH2OMe,2.328961749,3.2,2.4425,0,1,,609,,,1,0,0,2.575105875,,1,NMe3-C6F5-CH2OMe,903,13.35386562,
Piperidine-Cl-Cl,2.28,3.16,3.16,0,1,,610,,,1,1,1,2.72,,1,Piperidine-Cl-Cl,2493,13.35207748,
NH2Ph-C6F5-C4H4N,2.342971888,3.2,2.448888889,0,1,,611,,,1,0,0,2.583708166,,1,NH2Ph-C6F5-C4H4N,4122,13.34308147,
N(NMe2)H2-C6F5-C4H4N,2.346898589,3.2,2.448888889,0,1,,612,,,1,0,0,2.585671517,,1,N(NMe2)H2-C6F5-C4H4N,5607,13.34308147,
NMe3-C6F5-C4H4N,2.328961749,3.2,2.448888889,0,1,,613,,,1,0,0,2.576703097,,1,NMe3-C6F5-C4H4N,897,13.34100246,
NH2Me-C6F5-SiMe3,2.363738318,3.2,2.257692308,0,1,,614,,,1,0,0,2.546292236,,1,NH2Me-C6F5-SiMe3,1729,13.33827877,
N(SiMe3)H2-C6F5-SiMe3,2.369844021,3.2,2.257692308,0,1,,615,,,1,0,0,2.549345088,,1,N(SiMe3)H2-C6F5-SiMe3,4481,13.33827877,
N(CF3)H2-CF3-OH,2.136802742,3.6225,2.82,0,1,,616,,,1,51,4,2.679026371,,1,N(CF3)H2-CF3-OH,2839,13.3241415,
N(CF3)H2-C6F5-F,2.136802742,3.2,3.98,0,1,,617,,,1,70,1,2.863401371,,1,N(CF3)H2-C6F5-F,2518,13.2749157,
Imidazole-DiP-DiP,2.247819395,2.344827586,2.344827586,0,1,,618,,,1,7,0,2.296323491,,1,Imidazole-DiP-DiP,3389,13.26127911,
Imidazole-C9H12-C9H12,2.247819395,2.35,2.35,0,1,,619,,,1,7,0,2.298909698,,1,Imidazole-C9H12-C9H12,3578,13.25877285,
Imidazole-DiP-C9H12,2.247819395,2.344827586,2.35,0,1,,620,,,1,7,0,2.297616594,,1,Imidazole-DiP-C9H12,3398,13.25635719,
N(CN)H2-DiP-DiP,2.267546908,2.344827586,2.344827586,0,1,,621,,,1,7,0,2.306187247,,1,N(CN)H2-DiP-DiP,1378,13.2417078,
N(CN)H2-C9H12-C9H12,2.267546908,2.35,2.35,0,1,,622,,,1,7,0,2.308773454,,1,N(CN)H2-C9H12-C9H12,1566,13.2392025,
N(CN)H2-DiP-C9H12,2.267546908,2.344827586,2.35,0,1,,623,,,1,7,0,2.307480351,,1,N(CN)H2-DiP-C9H12,1387,13.23678684,
N(CF3)H2-C6F5-CF3,2.136802742,3.2,3.6225,0,1,,624,,,1,50,1,2.774026371,,1,N(CF3)H2-C6F5-CF3,2527,13.17910385,
Piperidine-PMe2-CF3,2.28,2.276666667,3.6225,0,1,,625,,,1,6,1,2.614791667,,1,Piperidine-PMe2-CF3,2148,13.15080643,
Piperidine-CF3-CF3,2.28,3.6225,3.6225,0,1,,626,,,1,48,4,2.95125,,1,Piperidine-CF3-CF3,2430,13.14700603,
N(CF3)H2-Br-Et,2.136802742,2.96,2.3,0,1,,627,,,1,0,0,2.383401371,,1,N(CF3)H2-Br-Et,2728,13.12839127,
Imidazole-C4H4N-CN,2.247819395,2.448888889,2.795,0,1,,628,,,1,3,1,2.43488192,,1,Imidazole-C4H4N-CN,3439,13.0925436,
Imidazole-C4H4N-OH,2.247819395,2.448888889,2.82,0,1,,629,,,1,3,1,2.44113192,,1,Imidazole-C4H4N-OH,3452,13.0925436,
N(CN)H2-C4H4N-CN,2.267546908,2.448888889,2.795,0,1,,630,,,1,3,1,2.444745676,,1,N(CN)H2-C4H4N-CN,1427,13.09013462,
N(CN)H2-C4H4N-OH,2.267546908,2.448888889,2.82,0,1,,631,,,1,3,1,2.450995676,,1,N(CN)H2-C4H4N-OH,1440,13.09013462,
Piperidine-CH2NMe2-Cy,2.28,2.3575,2.323529412,0,1,,632,,,1,7,0,2.310257353,,1,Piperidine-CH2NMe2-Cy,2407,13.08139324,
Piperidine-CH2NMe2-tBu,2.28,2.3575,2.307692308,0,1,,633,,,1,7,0,2.306298077,,1,Piperidine-CH2NMe2-tBu,2410,13.08139324,
Piperidine-Et-CF3,2.28,2.3,3.6225,0,1,,634,,,1,6,1,2.620625,,1,Piperidine-Et-CF3,2391,13.07132435,
N(CN)H2-Et-CF3,2.267546908,2.3,3.6225,0,1,,635,,,1,6,1,2.614398454,,1,N(CN)H2-Et-CF3,1585,13.06612396,
Imidazole-Et-CF3,2.247819395,2.3,3.6225,0,1,,636,,,1,6,1,2.604534698,,1,Imidazole-Et-CF3,3597,13.05842781,
Piperidine-C6H7-Cy,2.28,2.361538462,2.323529412,0,1,,637,,,1,7,0,2.311266969,,1,Piperidine-C6H7-Cy,2175,13.04804039,
Piperidine-C6H7-tBu,2.28,2.361538462,2.307692308,0,1,,638,,,1,7,0,2.307307693,,1,Piperidine-C6H7-tBu,2178,13.04804039,
Imidazole-H-F,2.247819395,2.2,3.98,0,1,,639,,,1,46,1,2.668909698,,1,Imidazole-H-F,3417,13.03288937,
N(CN)H2-H-F,2.267546908,2.2,3.98,0,1,,640,,,1,46,1,2.678773454,,1,N(CN)H2-H-F,1405,13.03242111,
Piperidine-CN-iPr,2.28,2.795,2.305,0,1,,641,,,1,0,0,2.415,,1,Piperidine-CN-iPr,2271,13.01333523,
Piperidine-OH-iPr,2.28,2.82,2.305,0,1,,642,,,1,0,0,2.42125,,1,Piperidine-OH-iPr,2466,13.01333523,
Piperidine-H-CF3,2.28,2.2,3.6225,0,1,,643,,,1,6,1,2.595625,,1,Piperidine-H-CF3,2220,13.00064468,
Piperidine-C6H7-Br,2.28,2.361538462,2.96,0,1,,644,,,1,3,1,2.470384616,,1,Piperidine-C6H7-Br,2166,12.97137833,
Piperidine-H-Ph,2.28,2.2,2.390909091,0,1,,645,,,1,7,0,2.287727273,,1,Piperidine-H-Ph,2229,12.94820881,
Piperidine-H-C4H3S,2.28,2.2,2.4225,0,1,,646,,,1,7,0,2.295625,,1,Piperidine-H-C4H3S,2224,12.94736671,
Piperidine-H-C4H4N,2.28,2.2,2.448888889,0,1,,647,,,1,7,0,2.302222222,,1,Piperidine-H-C4H4N,2209,12.91505623,
N(CN)H2-Ph-Cl-OH,2.267546908,2.478181818,2.82,0,1,,648,,,1,3,1,2.458318909,,1,N(CN)H2-Ph-Cl-OH,1615,12.90980148,
Imidazole-Ph-Cl-OH,2.247819395,2.478181818,2.82,0,1,,649,,,1,3,1,2.448455152,,1,Imidazole-Ph-Cl-OH,3627,12.90980148,
N(CN)H2-PMe2-CF3,2.267546908,2.276666667,3.6225,0,1,,650,,,1,6,1,2.608565121,,1,N(CN)H2-PMe2-CF3,1340,12.8942728,
Piperidine-H-CH2OMe,2.28,2.2,2.4425,0,1,,651,,,1,7,0,2.300625,,1,Piperidine-H-CH2OMe,2215,12.89221287,
NH2Me-CN-CN,2.363738318,2.795,2.795,0,1,,652,,,1,31,1,2.579369159,,1,NH2Me-CN-CN,1853,12.88887978,
NH2Me-CN-OH,2.363738318,2.795,2.82,0,1,,653,,,1,31,1,2.585619159,,1,NH2Me-CN-OH,1866,12.88887978,
NH2Me-OH-OH,2.363738318,2.82,2.82,0,1,,654,,,1,31,1,2.591869159,,1,NH2Me-OH-OH,2061,12.88887978,
N(SiMe3)H2-CN-CN,2.369844021,2.795,2.795,0,1,,655,,,1,31,1,2.582422011,,1,N(SiMe3)H2-CN-CN,4605,12.88887978,
N(SiMe3)H2-CN-OH,2.369844021,2.795,2.82,0,1,,656,,,1,31,1,2.588672011,,1,N(SiMe3)H2-CN-OH,4618,12.88887978,
N(SiMe3)H2-OH-OH,2.369844021,2.82,2.82,0,1,,657,,,1,31,1,2.594922011,,1,N(SiMe3)H2-OH-OH,4813,12.88887978,
N(NMe2)H2-C6F5-Cl,2.346898589,3.2,3.16,0,1,,658,,,1,1,1,2.763449295,,1,N(NMe2)H2-C6F5-Cl,5625,12.8809166,
NMe3-C6F5-Cl,2.328961749,3.2,3.16,0,1,,659,,,1,1,1,2.754480875,,1,NMe3-C6F5-Cl,915,12.87883949,
PH2F-F-SiMe3,1.784009547,3.98,2.257692308,0,2,13.5,660,4,,,,,2.451427851,0.006501885,1,PH2F-F-SiMe3,473,12.87421513,13.5
NH2C6F5-CN-CN,2.2,2.795,2.795,0,1,,661,,,1,31,1,2.4975,,1,NH2C6F5-CN-CN,5393,12.86082649,
NH2C6F5-CN-OH,2.2,2.795,2.82,0,1,,662,,,1,31,1,2.50375,,1,NH2C6F5-CN-OH,5402,12.86082649,
NH2C6F5-OH-OH,2.2,2.82,2.82,0,1,,663,,,1,31,1,2.51,,1,NH2C6F5-OH-OH,5566,12.86082649,
Imidazole-PMe2-CF3,2.247819395,2.276666667,3.6225,0,1,,664,,,1,6,1,2.598701364,,1,Imidazole-PMe2-CF3,3351,12.85793114,
NH2Me-C6F5-CH2SiMe3,2.363738318,3.2,2.26875,0,1,,665,,,1,0,0,2.549056659,,1,NH2Me-C6F5-CH2SiMe3,1719,12.83691978,
N(SiMe3)H2-C6F5-CH2SiMe3,2.369844021,3.2,2.26875,0,1,,666,,,1,0,0,2.552109511,,1,N(SiMe3)H2-C6F5-CH2SiMe3,4471,12.83691978,
NH2Me-C6F5-PMe2,2.363738318,3.2,2.276666667,0,1,,667,,,1,0,0,2.551035826,,1,NH2Me-C6F5-PMe2,1703,12.83263874,
N(SiMe3)H2-C6F5-PMe2,2.369844021,3.2,2.276666667,0,1,,668,,,1,0,0,2.554088677,,1,N(SiMe3)H2-C6F5-PMe2,4455,12.83263874,
N(CF3)H2-C6F5-Br,2.136802742,3.2,2.96,0,1,,669,,,1,31,1,2.608401371,,1,N(CF3)H2-C6F5-Br,2520,12.82971478,
Imidazole-C6H7-Br,2.247819395,2.361538462,2.96,0,1,,670,,,1,3,1,2.454294313,,1,Imidazole-C6H7-Br,3370,12.77592754,
N(CF3)H2-H-Et,2.136802742,2.2,2.3,0,1,,671,,,1,7,0,2.193401371,,1,N(CF3)H2-H-Et,2623,12.77521324,
N(CN)H2-C6H7-Br,2.267546908,2.361538462,2.96,0,1,,672,,,1,3,1,2.46415807,,1,N(CN)H2-C6H7-Br,1359,12.77461529,
Piperidine-CF3-Cl,2.28,3.6225,3.16,0,1,,673,,,1,52,4,2.835625,,1,Piperidine-CF3-Cl,2437,12.7593956,
Piperidine-CH2NMe2-iPr,2.28,2.3575,2.305,0,1,,674,,,1,7,0,2.305625,,1,Piperidine-CH2NMe2-iPr,2411,12.75240803,
Piperidine-Cy-C4H3O,2.28,2.323529412,2.53,0,1,,675,,,1,7,0,2.353382353,,1,Piperidine-Cy-C4H3O,2459,12.72862434,
Piperidine-Cy-OMe,2.28,2.323529412,2.518,0,1,,676,,,1,7,0,2.350382353,,1,Piperidine-Cy-OMe,2461,12.72862434,
Piperidine-tBu-C4H3O,2.28,2.307692308,2.53,0,1,,677,,,1,7,0,2.349423077,,1,Piperidine-tBu-C4H3O,2483,12.72702408,
Piperidine-tBu-OMe,2.28,2.307692308,2.518,0,1,,678,,,1,7,0,2.346423077,,1,Piperidine-tBu-OMe,2485,12.72702408,
Piperidine-iPr-C4H3O,2.28,2.305,2.53,0,1,,679,,,1,7,0,2.34875,,1,Piperidine-iPr-C4H3O,2489,12.72702408,
Piperidine-iPr-OMe,2.28,2.305,2.518,0,1,,680,,,1,7,0,2.34575,,1,Piperidine-iPr-OMe,2491,12.72702408,
Piperidine-C6H7-iPr,2.28,2.361538462,2.305,0,1,,681,,,1,7,0,2.306634616,,1,Piperidine-C6H7-iPr,2179,12.71905899,
Piperidine-Ph-Ph,2.28,2.390909091,2.390909091,0,1,29.77660452,682,,,1,7,0,2.335454546,,1,Piperidine-Ph-Ph,2502,12.69688702,
Piperidine-C4H3S-Ph,2.28,2.4225,2.390909091,0,1,30.5948775600608,683,,,1,7,0,2.343352273,,1,Piperidine-C4H3S-Ph,2477,12.69292068,
Piperidine-C4H3S-C4H3S,2.28,2.4225,2.4225,0,1,,684,,,1,7,0,2.35125,,1,Piperidine-C4H3S-C4H3S,2472,12.69060326,
N(N(iPr)2)H2-C6F5-F,2.360178971,3.2,3.98,0,1,,685,,,1,70,1,2.975089486,,1,N(N(iPr)2)H2-C6F5-F,3721,12.67354584,
N(tBu)H2-C6F5-F,2.359633028,3.2,3.98,0,1,,686,,,1,70,1,2.974816514,,1,N(tBu)H2-C6F5-F,4865,12.67354584,
NH2Ph-OH-SiMe3,2.342971888,2.82,2.257692308,0,1,,687,,,1,0,0,2.440909021,,1,NH2Ph-OH-SiMe3,4422,12.66956139,
N(NMe2)H2-CN-SiMe3,2.346898589,2.795,2.257692308,0,1,,688,,,1,0,0,2.436622372,,1,N(NMe2)H2-CN-SiMe3,5775,12.66956139,
N(NMe2)H2-OH-SiMe3,2.346898589,2.82,2.257692308,0,1,,689,,,1,0,0,2.442872372,,1,N(NMe2)H2-OH-SiMe3,5970,12.66956139,
PH2F-H-Me,1.784009547,2.2,2.2875,0,2,12,690,4,,,,,2.013879774,0.007330853,1,PH2F-H-Me,460,12.66396809,12
Piperidine-CH2NMe2-Cl,2.28,2.3575,3.16,0,1,,691,,,1,28,1,2.519375,,1,Piperidine-CH2NMe2-Cl,2412,12.65693474,
NH2C6F5-Cy-OH,2.2,2.323529412,2.82,0,1,,692,,,1,3,1,2.385882353,,1,NH2C6F5-Cy-OH,5557,12.65415668,
NMe3-CN-SiMe3,2.328961749,2.795,2.257692308,0,1,,693,,,1,0,0,2.427653952,,1,NMe3-CN-SiMe3,1065,12.63579464,
NMe3-OH-SiMe3,2.328961749,2.82,2.257692308,0,1,,694,,,1,0,0,2.433903952,,1,NMe3-OH-SiMe3,1260,12.63579464,
Piperidine-C6H7-Cl,2.28,2.361538462,3.16,0,1,,695,,,1,28,1,2.520384616,,1,Piperidine-C6H7-Cl,2180,12.63252068,
Piperidine-C4H3S-Cl,2.28,2.4225,3.16,0,1,,696,,,1,28,1,2.535625,,1,Piperidine-C4H3S-Cl,2475,12.62691021,
NH2C6F5-CF3-CF3,2.2,3.6225,3.6225,0,1,,697,,,1,48,4,2.91125,,1,NH2C6F5-CF3-CF3,5535,12.6244545,
NH3-C6F5-C6F5,2.381818182,3.2,3.2,0,1,18.1,698,4,,,,,2.790909091,0.004994567,1,NH3-C6F5-C6F5,485,12.61886692,18.1
Imidazole-H-CF3,2.247819395,2.2,3.6225,0,1,,699,,,1,6,1,2.579534698,,1,Imidazole-H-CF3,3426,12.59271717,
N(CN)H2-H-CF3,2.267546908,2.2,3.6225,0,1,,700,,,1,6,1,2.589398454,,1,N(CN)H2-H-CF3,1414,12.59224892,
Piperidine-CH2PMe2-CF3,2.28,2.286666667,3.6225,0,1,,701,,,1,6,1,2.617291667,,1,Piperidine-CH2PMe2-CF3,2306,12.57851791,
Piperidine-Me-CF3,2.28,2.2875,3.6225,0,1,,702,,,1,6,1,2.6175,,1,Piperidine-Me-CF3,2343,12.57851791,
N(CN)H2-CH2NMe2-Cl,2.267546908,2.3575,3.16,0,1,,703,,,1,28,1,2.513148454,,1,N(CN)H2-CH2NMe2-Cl,1606,12.55895519,
Imidazole-DiP-CH2NMe2,2.247819395,2.344827586,2.3575,0,1,,704,,,1,7,0,2.299491594,,1,Imidazole-DiP-CH2NMe2,3400,12.55821133,
Imidazole-C9H12-CH2NMe2,2.247819395,2.35,2.3575,0,1,,705,,,1,7,0,2.300784698,,1,Imidazole-C9H12-CH2NMe2,3580,12.55821133,
Imidazole-CH2NMe2-Cl,2.247819395,2.3575,3.16,0,1,,706,,,1,28,1,2.503284698,,1,Imidazole-CH2NMe2-Cl,3618,12.55627918,
N(CF3)H2-C6F5-Cl,2.136802742,3.2,3.16,0,1,,707,,,1,1,1,2.658401371,,1,N(CF3)H2-C6F5-Cl,2534,12.55413818,
N(N(iPr)2)H2-C6F5-Cy,2.360178971,3.2,2.323529412,0,1,,708,,,1,0,0,2.560971839,,1,N(N(iPr)2)H2-C6F5-Cy,3732,12.54741955,
N(N(iPr)2)H2-C6F5-tBu,2.360178971,3.2,2.307692308,0,1,,709,,,1,0,0,2.557012563,,1,N(N(iPr)2)H2-C6F5-tBu,3735,12.54741955,
N(tBu)H2-C6F5-Cy,2.359633028,3.2,2.323529412,0,1,,710,,,1,0,0,2.560698867,,1,N(tBu)H2-C6F5-Cy,4876,12.54741955,
N(tBu)H2-C6F5-tBu,2.359633028,3.2,2.307692308,0,1,,711,,,1,0,0,2.556739591,,1,N(tBu)H2-C6F5-tBu,4879,12.54741955,
N(CN)H2-DiP-CH2NMe2,2.267546908,2.344827586,2.3575,0,1,,712,,,1,7,0,2.309355351,,1,N(CN)H2-DiP-CH2NMe2,1389,12.53560543,
N(CN)H2-C9H12-CH2NMe2,2.267546908,2.35,2.3575,0,1,,713,,,1,7,0,2.310648454,,1,N(CN)H2-C9H12-CH2NMe2,1568,12.53560543,
N(CN)H2-C6H7-Cl,2.267546908,2.361538462,3.16,0,1,,714,,,1,28,1,2.51415807,,1,N(CN)H2-C6H7-Cl,1373,12.53453827,
Imidazole-C6H7-Cl,2.247819395,2.361538462,3.16,0,1,,715,,,1,28,1,2.504294313,,1,Imidazole-C6H7-Cl,3384,12.53186131,
N(N(iPr)2)H2-C6F5-CF3,2.360178971,3.2,3.6225,0,1,,716,,,1,50,1,2.885714486,,1,N(N(iPr)2)H2-C6F5-CF3,3730,12.50716019,
N(tBu)H2-C6F5-CF3,2.359633028,3.2,3.6225,0,1,,717,,,1,50,1,2.885441514,,1,N(tBu)H2-C6F5-CF3,4874,12.50716019,
Piperidine-PMe2-Br,2.28,2.276666667,2.96,0,1,,718,,,1,3,1,2.449166667,,1,Piperidine-PMe2-Br,2141,12.44448471,
Piperidine-CH2OMe-C4H3S,2.28,2.4425,2.4225,0,1,,719,,,1,7,0,2.35625,,1,Piperidine-CH2OMe-C4H3S,2364,12.44169807,
Piperidine-CH2OMe-Ph,2.28,2.4425,2.390909091,0,1,,720,,,1,7,0,2.348352273,,1,Piperidine-CH2OMe-Ph,2369,12.44132423,
Piperidine-CH2OMe-CH2OMe,2.28,2.4425,2.4425,0,1,,721,,,1,7,0,2.36125,,1,Piperidine-CH2OMe-CH2OMe,2355,12.40340042,
Piperidine-CH2OMe-Cl,2.28,2.4425,3.16,0,1,,722,,,1,28,1,2.540625,,1,Piperidine-CH2OMe-Cl,2367,12.38437271,
N(CF3)H2-C9H12-SiMe3,2.136802742,2.35,2.257692308,0,1,,723,,,1,7,0,2.220324448,,1,N(CF3)H2-C9H12-SiMe3,2793,12.38367558,
N(CN)H2-CH2PMe2-CF3,2.267546908,2.286666667,3.6225,0,1,,724,,,1,6,1,2.611065121,,1,N(CN)H2-CH2PMe2-CF3,1500,12.38037014,
N(CN)H2-Me-CF3,2.267546908,2.2875,3.6225,0,1,,725,,,1,6,1,2.611273454,,1,N(CN)H2-Me-CF3,1537,12.38037014,
N(CF3)H2-CN-Et,2.136802742,2.795,2.3,0,1,,726,,,1,0,0,2.342151371,,1,N(CF3)H2-CN-Et,2668,12.37921143,
N(CF3)H2-DiP-SiMe3,2.136802742,2.344827586,2.257692308,0,1,,727,,,1,7,0,2.219031345,,1,N(CF3)H2-DiP-SiMe3,2614,12.3791275,
N(CN)H2-C4H3S-Cl,2.267546908,2.4225,3.16,0,1,,728,,,1,28,1,2.529398454,,1,N(CN)H2-C4H3S-Cl,1669,12.34940147,
Imidazole-C4H3S-Cl,2.247819395,2.4225,3.16,0,1,,729,,,1,28,1,2.519534698,,1,Imidazole-C4H3S-Cl,3681,12.34932327,
N(CF3)H2-Et-Et,2.136802742,2.3,2.3,0,1,,730,,,1,7,0,2.218401371,,1,N(CF3)H2-Et-Et,2794,12.34717369,
Imidazole-CH2PMe2-CF3,2.247819395,2.286666667,3.6225,0,1,,731,,,1,6,1,2.601201364,,1,Imidazole-CH2PMe2-CF3,3512,12.34406662,
Imidazole-Me-CF3,2.247819395,2.2875,3.6225,0,1,,732,,,1,6,1,2.601409698,,1,Imidazole-Me-CF3,3549,12.34406662,
N(N(iPr)2)H2-C6F5-Br,2.360178971,3.2,2.96,0,1,,733,,,1,31,1,2.720089486,,1,N(N(iPr)2)H2-C6F5-Br,3723,12.32689285,
N(tBu)H2-C6F5-Br,2.359633028,3.2,2.96,0,1,,734,,,1,31,1,2.719816514,,1,N(tBu)H2-C6F5-Br,4867,12.32689285,
N(CF3)H2-SiMe3-SiMe3,2.136802742,2.257692308,2.257692308,0,1,,735,,,1,7,0,2.197247525,,1,N(CF3)H2-SiMe3-SiMe3,2913,12.30837536,
Piperidine-Br-C4H3S,2.28,2.96,2.4225,0,1,,736,,,1,0,0,2.485625,,1,Piperidine-Br-C4H3S,2329,12.3045826,
Piperidine-Br-Ph,2.28,2.96,2.390909091,0,1,,737,,,1,0,0,2.477727273,,1,Piperidine-Br-Ph,2334,12.30189133,
NH2C6F5-C6F5-Cy,2.2,3.2,2.323529412,0,1,,738,,,1,0,0,2.480882353,,1,NH2C6F5-C6F5-Cy,5279,12.29694843,
NH2C6F5-C6F5-tBu,2.2,3.2,2.307692308,0,1,,739,,,1,0,0,2.476923077,,1,NH2C6F5-C6F5-tBu,5282,12.29694843,
Piperidine-Br-CH2OMe,2.28,2.96,2.4425,0,1,,740,,,1,0,0,2.490625,,1,Piperidine-Br-CH2OMe,2320,12.28511715,
NH2Ph-C6F5-CH2PMe2,2.342971888,3.2,2.286666667,0,1,,741,,,1,0,0,2.543152611,,1,NH2Ph-C6F5-CH2PMe2,4123,12.28243065,
N(NMe2)H2-C6F5-CH2PMe2,2.346898589,3.2,2.286666667,0,1,,742,,,1,0,0,2.545115961,,1,N(NMe2)H2-C6F5-CH2PMe2,5610,12.28243065,
NMe3-C6F5-CH2PMe2,2.328961749,3.2,2.286666667,0,1,,743,,,1,0,0,2.536147541,,1,NMe3-C6F5-CH2PMe2,900,12.27450943,
Piperidine-CH2SiMe3-Cl,2.28,2.26875,3.16,0,1,,744,,,1,28,1,2.4971875,,1,Piperidine-CH2SiMe3-Cl,2448,12.26953888,
N(N(iPr)2)H2-C6F5-iPr,2.360178971,3.2,2.305,0,1,,745,,,1,0,0,2.556339486,,1,N(N(iPr)2)H2-C6F5-iPr,3736,12.26953888,
N(tBu)H2-C6F5-iPr,2.359633028,3.2,2.305,0,1,,746,,,1,0,0,2.556066514,,1,N(tBu)H2-C6F5-iPr,4880,12.26953888,
Piperidine-C4H3S-tBu,2.28,2.4225,2.307692308,0,1,28.50966183,747,,,1,7,0,2.322548077,,1,Piperidine-C4H3S-tBu,2473,12.26208973,
Piperidine-CF3-Ph,2.28,3.6225,2.390909091,0,1,,748,,,1,21,4,2.643352273,,1,Piperidine-CF3-Ph,2439,12.24055862,
NH2C6F5-CF3-Cy,2.2,3.6225,2.323529412,0,1,,749,,,1,21,4,2.586507353,,1,NH2C6F5-CF3-Cy,5537,12.23624992,
Piperidine-CF3-C4H3S,2.28,3.6225,2.4225,0,1,,750,,,1,21,4,2.65125,,1,Piperidine-CF3-C4H3S,2434,12.23466778,
Imidazole-C9H12-Ph-Cl,2.247819395,2.35,2.478181818,0,1,,751,,,1,7,0,2.330955152,,1,Imidazole-C9H12-Ph-Cl,3581,12.21524048,
NH2C6F5-CF3-iPr,2.2,3.6225,2.305,0,1,,752,,,1,21,4,2.581875,,1,NH2C6F5-CF3-iPr,5540,12.21078777,
Imidazole-DiP-Ph-Cl,2.247819395,2.344827586,2.478181818,0,1,,753,,,1,7,0,2.329662049,,1,Imidazole-DiP-Ph-Cl,3401,12.20945549,
N(N(iPr)2)H2-C6F5-C4H3S,2.360178971,3.2,2.4225,0,1,,754,,,1,0,0,2.585714486,,1,N(N(iPr)2)H2-C6F5-C4H3S,3734,12.2083559,
N(N(iPr)2)H2-C6F5-Ph,2.360178971,3.2,2.390909091,0,1,,755,,,1,0,0,2.577816758,,1,N(N(iPr)2)H2-C6F5-Ph,3739,12.2083559,
N(tBu)H2-C6F5-C4H3S,2.359633028,3.2,2.4225,0,1,,756,,,1,0,0,2.585441514,,1,N(tBu)H2-C6F5-C4H3S,4878,12.2083559,
N(tBu)H2-C6F5-Ph,2.359633028,3.2,2.390909091,0,1,,757,,,1,0,0,2.577543787,,1,N(tBu)H2-C6F5-Ph,4883,12.2083559,
NH2Ph-C6F5-C9H12,2.342971888,3.2,2.35,0,1,,758,,,1,0,0,2.558985944,,1,NH2Ph-C6F5-C9H12,4125,12.20708942,
N(NMe2)H2-C6F5-C9H12,2.346898589,3.2,2.35,0,1,,759,,,1,0,0,2.560949295,,1,N(NMe2)H2-C6F5-C9H12,5614,12.20708942,
NMe3-C6F5-C9H12,2.328961749,3.2,2.35,0,1,,760,,,1,0,0,2.551980875,,1,NMe3-C6F5-C9H12,904,12.20501232,
N(CN)H2-C9H12-Ph-Cl,2.267546908,2.35,2.478181818,0,1,12.81351575,761,,,1,7,0,2.340818909,,1,N(CN)H2-C9H12-Ph-Cl,1569,12.20156956,
N(CN)H2-DiP-Ph-Cl,2.267546908,2.344827586,2.478181818,0,1,,762,,,1,7,0,2.339525805,,1,N(CN)H2-DiP-Ph-Cl,1390,12.19578362,
NH2Ph-C6F5-DiP,2.342971888,3.2,2.344827586,0,1,,763,,,1,0,0,2.557692841,,1,NH2Ph-C6F5-DiP,4121,12.19109249,
N(NMe2)H2-C6F5-DiP,2.346898589,3.2,2.344827586,0,1,,764,,,1,0,0,2.559656191,,1,N(NMe2)H2-C6F5-DiP,5605,12.19109249,
NMe3-C6F5-DiP,2.328961749,3.2,2.344827586,0,1,,765,,,1,0,0,2.550687771,,1,NMe3-C6F5-DiP,895,12.18901443,
N(NMe2)H2-C6F5-H,2.346898589,3.2,2.2,0,1,,766,,,1,0,0,2.523449295,,1,N(NMe2)H2-C6F5-H,5606,12.17190075,
Piperidine-PMe2-Cl,2.28,2.276666667,3.16,0,1,,767,,,1,28,1,2.499166667,,1,Piperidine-PMe2-Cl,2155,12.17014122,
N(N(iPr)2)H2-C6F5-CH2OMe,2.360178971,3.2,2.4425,0,1,,768,,,1,0,0,2.590714486,,1,N(N(iPr)2)H2-C6F5-CH2OMe,3725,12.15799046,
N(tBu)H2-C6F5-CH2OMe,2.359633028,3.2,2.4425,0,1,,769,,,1,0,0,2.590441514,,1,N(tBu)H2-C6F5-CH2OMe,4869,12.15799046,
NMe3-C6F5-H,2.328961749,3.2,2.2,0,1,,770,,,1,0,0,2.514480875,,1,NMe3-C6F5-H,896,12.15020847,
