query_indices,std_3rd,pred_3rd
450.0,0.30953747034072876,-8.353200912475586
451.0,0.33247363567352295,-15.282881736755371
452.0,0.3505605459213257,7.02529764175415
453.0,0.4741111993789673,8.279563903808594
454.0,0.96974116563797,3.685922861099243
455.0,0.42227429151535034,7.948160171508789
456.0,0.7610427737236023,-0.41640910506248474
457.0,0.3260396718978882,3.4121100902557373
458.0,2.7891268730163574,11.756203651428223
459.0,3.9944071769714355,22.672807693481445
460.0,3.9944071769714355,22.672807693481445
461.0,1.1532070636749268,16.937963485717773
462.0,1.1532070636749268,16.937963485717773
463.0,3.0063986778259277,22.430885314941406
464.0,3.0063986778259277,22.430885314941406
465.0,0.0030630137771368027,15.860956192016602
467.0,0.0030630137771368027,15.860956192016602
468.0,1.968718409538269,13.05700969696045
469.0,2.253775119781494,12.210413932800293
470.0,2.2747368812561035,11.942582130432129
471.0,2.2747368812561035,11.942582130432129
472.0,2.9360318183898926,7.061563491821289
473.0,3.88734769821167,22.001707077026367
474.0,0.3663285970687866,15.974645614624023
475.0,0.7153002023696899,16.03196907043457
476.0,0.7153002023696899,16.03196907043457
477.0,0.7142192721366882,16.033527374267578
478.0,0.7153002023696899,16.03196907043457
479.0,0.7153002023696899,16.03196907043457
480.0,0.7142192721366882,16.033527374267578
481.0,0.7140700817108154,15.988847732543945
482.0,0.7140700817108154,15.988847732543945
483.0,0.713074803352356,15.990405082702637
484.0,2.5186948776245117,20.210445404052734
485.0,1.4695594310760498,14.059103012084961
486.0,1.603813886642456,5.357191562652588
487.0,0.3626936078071594,12.780072212219238
488.0,0.3626936078071594,12.780072212219238
489.0,0.18068212270736694,14.477081298828125
490.0,0.3944907486438751,12.687779426574707
491.0,0.2202470898628235,14.385791778564453
492.0,1.5661205053329468,5.1233344078063965
493.0,1.4490714073181152,13.863229751586914
494.0,2.95170521736145,4.993647575378418
495.0,2.95170521736145,4.993647575378418
496.0,1.725699782371521,9.597029685974121
497.0,1.725699782371521,9.597029685974121
498.0,3.051657199859619,18.949722290039062
499.0,1.9198044538497925,12.570527076721191
500.0,3.098508596420288,18.74015998840332
501.0,0.19260676205158234,14.21474838256836
502.0,3.833101749420166,26.097396850585938
503.0,3.836399555206299,26.128366470336914
504.0,2.07917857170105,15.615373611450195
505.0,0.4038577377796173,14.261534690856934
506.0,2.004577398300171,14.629694938659668
507.0,2.9744300842285156,15.848458290100098
508.0,2.0613319873809814,7.947629928588867
509.0,1.996230959892273,12.547737121582031
510.0,1.9527615308761597,12.733478546142578
511.0,2.008789539337158,16.313749313354492
512.0,3.1074626445770264,18.107826232910156
513.0,3.1074626445770264,18.107826232910156
514.0,2.75628662109375,19.556507110595703
515.0,2.755507230758667,19.558063507080078
516.0,3.767589807510376,26.328683853149414
517.0,3.764434337615967,26.32424545288086
518.0,2.76159930229187,19.561145782470703
519.0,1.833739995956421,16.183658599853516
520.0,1.833739995956421,16.183658599853516
521.0,1.3203357458114624,11.943553924560547
522.0,1.293803095817566,12.233682632446289
523.0,1.5239101648330688,8.669894218444824
524.0,1.5239101648330688,8.669894218444824
525.0,2.9259932041168213,3.790712833404541
526.0,2.9259932041168213,3.790712833404541
527.0,4.896313190460205,23.705944061279297
528.0,4.896313190460205,23.705944061279297
529.0,4.9053568840026855,23.775121688842773
530.0,4.9053568840026855,23.775121688842773
531.0,3.3471181392669678,7.604809761047363
532.0,2.4346508979797363,13.551894187927246
533.0,3.7806103229522705,22.3754940032959
534.0,3.2181522846221924,7.002589225769043
535.0,2.332231044769287,13.097075462341309
536.0,3.2236108779907227,7.0565505027771
537.0,0.5764220952987671,15.53344440460205
538.0,0.5764220952987671,15.53344440460205
540.0,2.3168108463287354,13.151324272155762
541.0,2.522005558013916,5.725265979766846
542.0,2.522005558013916,5.725265979766846
543.0,2.4203500747680664,13.863887786865234
544.0,2.4203500747680664,13.863887786865234
546.0,3.723482370376587,21.797529220581055
547.0,0.363897442817688,14.183058738708496
548.0,0.3856297433376312,14.198917388916016
549.0,3.714942693710327,21.824277877807617
550.0,3.433626890182495,22.366352081298828
551.0,4.373022079467773,11.974190711975098
552.0,1.3232133388519287,11.748128890991211
553.0,1.408669114112854,12.000504493713379
554.0,0.1982472538948059,14.51718521118164
555.0,0.1982472538948059,14.51718521118164
556.0,0.1982472538948059,14.51718521118164
557.0,0.2076435089111328,14.473804473876953
558.0,0.2076435089111328,14.473804473876953
559.0,0.13469445705413818,13.599221229553223
560.0,0.1778108775615692,13.618332862854004
562.0,0.9851841926574707,15.453885078430176
563.0,0.9851841926574707,15.453885078430176
564.0,0.9851062297821045,15.455443382263184
565.0,0.9851841926574707,15.453885078430176
566.0,0.9851841926574707,15.453885078430176
567.0,0.9851062297821045,15.455443382263184
568.0,3.833505630493164,22.631521224975586
569.0,3.844606637954712,22.614900588989258
570.0,2.087737798690796,27.747652053833008
571.0,2.853785753250122,19.54844856262207
572.0,3.8369698524475098,22.636716842651367
573.0,2.093740224838257,27.769752502441406
574.0,1.3519116640090942,11.857702255249023
575.0,1.5061436891555786,3.5561749935150146
576.0,1.8468613624572754,5.170344829559326
577.0,2.703662157058716,12.21710205078125
578.0,1.4845755100250244,15.681663513183594
579.0,3.4124155044555664,21.053573608398438
580.0,2.149736166000366,18.229381561279297
581.0,2.588937282562256,6.661527156829834
582.0,3.836792230606079,22.63686752319336
583.0,2.7095460891723633,14.69311237335205
584.0,3.5120766162872314,5.205336093902588
585.0,0.3282323181629181,13.689539909362793
586.0,0.3273223042488098,13.680131912231445
587.0,2.5936241149902344,22.005510330200195
588.0,2.5936241149902344,22.005510330200195
589.0,0.6235101819038391,12.130889892578125
590.0,0.6235101819038391,12.130889892578125
591.0,2.2463929653167725,9.234115600585938
592.0,0.5458614230155945,13.816051483154297
593.0,0.5458614230155945,13.816051483154297
594.0,1.3058456182479858,16.863525390625
595.0,0.6018204092979431,13.438379287719727
596.0,0.6018204092979431,13.438379287719727
597.0,0.6194897294044495,13.396366119384766
598.0,1.2349478006362915,10.896093368530273
599.0,1.2349478006362915,10.896093368530273
600.0,0.3365345001220703,14.100655555725098
601.0,1.202533483505249,10.83983039855957
602.0,0.3893290162086487,14.041790008544922
603.0,2.592728614807129,21.884296417236328
604.0,3.155654191970825,21.730546951293945
605.0,3.155654191970825,21.730546951293945
606.0,3.1553125381469727,21.736129760742188
607.0,1.1600955724716187,11.093094825744629
608.0,1.1600955724716187,11.093094825744629
609.0,1.1365958452224731,11.039739608764648
610.0,3.0646677017211914,17.250770568847656
611.0,1.1526397466659546,11.07425308227539
612.0,1.1526397466659546,11.07425308227539
613.0,1.1275506019592285,11.024545669555664
614.0,0.8768330216407776,14.879389762878418
615.0,0.8765757083892822,14.879521369934082
616.0,1.810677170753479,15.924416542053223
617.0,1.2713245153427124,15.841888427734375
618.0,3.27620792388916,8.465668678283691
619.0,3.225024938583374,8.487199783325195
620.0,3.2783520221710205,8.452618598937988
621.0,4.515239238739014,4.020967483520508
622.0,4.487791538238525,4.036224842071533
623.0,4.525907516479492,4.006094932556152
624.0,1.2415268421173096,15.231698989868164
625.0,3.352271318435669,21.167678833007812
626.0,3.261812210083008,17.74852180480957
627.0,2.3996753692626953,17.26332664489746
628.0,1.3610830307006836,17.396909713745117
629.0,1.3610830307006836,17.396909713745117
630.0,1.6882935762405396,6.436202526092529
631.0,1.6882935762405396,6.436202526092529
632.0,3.3100574016571045,21.68004608154297
633.0,3.3083152770996094,21.68328857421875
634.0,3.3468525409698486,21.5224552154541
635.0,3.2025678157806396,4.630598545074463
636.0,1.8783131837844849,9.44860553741455
637.0,3.3021767139434814,21.655006408691406
638.0,3.300455093383789,21.658248901367188
639.0,1.902256965637207,8.444230079650879
640.0,3.2945804595947266,4.000004291534424
641.0,3.1802732944488525,20.362497329711914
642.0,3.180361032485962,20.367124557495117
643.0,3.3800370693206787,20.827455520629883
644.0,3.820819616317749,21.676895141601562
645.0,1.7358057498931885,27.86785316467285
646.0,3.583346128463745,23.089723587036133
647.0,3.591965675354004,23.056236267089844
648.0,1.6433964967727661,6.326056003570557
649.0,1.3117402791976929,17.28643226623535
650.0,3.405548095703125,3.964022159576416
651.0,3.5825588703155518,23.088394165039062
652.0,1.325005054473877,14.677079200744629
653.0,1.325005054473877,14.677079200744629
654.0,1.3254865407943726,14.67863655090332
655.0,1.325005054473877,14.677079200744629
656.0,1.325005054473877,14.677079200744629
657.0,1.3254865407943726,14.67863655090332
658.0,0.13926559686660767,12.461828231811523
659.0,0.16965559124946594,12.481308937072754
660.0,0.4602072238922119,13.53211784362793
661.0,1.0192747116088867,12.681063652038574
662.0,1.0192747116088867,12.681063652038574
663.0,1.0192747116088867,12.681063652038574
664.0,2.1168384552001953,8.122713088989258
665.0,0.8827399015426636,11.47711181640625
666.0,0.8827399015426636,11.47711181640625
667.0,0.8504068851470947,13.155169486999512
668.0,0.8504068851470947,13.155169486999512
669.0,1.3372917175292969,14.792180061340332
670.0,2.364978313446045,12.132412910461426
671.0,4.0375261306762695,11.431463241577148
672.0,3.257615089416504,5.819221019744873
673.0,3.30985951423645,17.475557327270508
674.0,3.1443161964416504,19.8521728515625
675.0,4.416390419006348,21.522418975830078
676.0,4.416390419006348,21.522418975830078
677.0,3.8968842029571533,20.45661163330078
678.0,3.8968842029571533,20.45661163330078
679.0,3.8968842029571533,20.45661163330078
680.0,3.8968842029571533,20.45661163330078
681.0,3.1407551765441895,19.827470779418945
682.0,2.1001782417297363,28.149080276489258
684.0,3.8976569175720215,23.736230850219727
685.0,0.6519863605499268,13.775652885437012
686.0,0.6519863605499268,13.775652885437012
687.0,0.1432334929704666,13.892431259155273
688.0,0.1432334929704666,13.892431259155273
689.0,0.1432334929704666,13.892431259155273
690.0,0.37266021966934204,12.602005958557129
691.0,3.866377592086792,20.85348129272461
692.0,2.519986867904663,12.979608535766602
693.0,0.2464754432439804,13.646707534790039
694.0,0.2464754432439804,13.646707534790039
695.0,3.8567707538604736,20.8802490234375
696.0,4.956145763397217,24.1219482421875
697.0,2.228355646133423,14.606544494628906
698.0,1.9779999256134033,15.110612869262695
699.0,1.8519184589385986,8.354987144470215
700.0,3.2202935218811035,3.754737615585327
701.0,3.4385247230529785,20.767250061035156
702.0,3.4385247230529785,20.767250061035156
703.0,3.2800421714782715,5.386828422546387
704.0,2.7743947505950928,6.7689032554626465
705.0,2.729811191558838,6.803780555725098
706.0,2.3896520137786865,11.639082908630371
707.0,1.286450982093811,14.596680641174316
708.0,0.5078498125076294,14.047698974609375
709.0,0.5078498125076294,14.047698974609375
710.0,0.5078498125076294,14.047698974609375
711.0,0.5078498125076294,14.047698974609375
712.0,4.0217132568359375,2.4887943267822266
713.0,3.9894115924835205,2.5188257694244385
714.0,3.2846310138702393,5.44080924987793
715.0,2.372488021850586,11.693347930908203
716.0,0.5235937833786011,13.193215370178223
717.0,0.5235937833786011,13.193215370178223
